IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
176.119.141.113,176.119.141.113,443,7.54,NL,AMS,99.24,105.0
176.119.141.145,176.119.141.145,443,7.44,NL,AMS,91.83,192.97
43.170.17.114,43.174.105.191,443,7.39,NL,AMS,91.68,92.37
159.223.4.44,159.223.4.44,443,7.32,NL,AMS,85.53,99.44
2.26.110.36,2.26.110.36,8443,7.22,NL,FRA,99.36,137.72
5.129.216.14,5.129.216.14,8443,7.02,NL,AMS,93.7,295.38
88.210.9.6,88.210.9.6,8443,6.96,NL,AMS,106.77,137.0
185.164.163.149,109.120.158.149,443,6.92,NL,AMS,89.78,120.35
2.26.110.36,2.26.110.36,443,6.86,NL,FRA,109.79,138.16
109.248.162.37,109.248.162.37,443,6.77,NL,AMS,90.64,138.52
147.45.142.208,147.45.142.208,443,6.71,NL,AMS,92.84,281.98
5.129.216.14,5.129.216.14,443,6.66,NL,AMS,95.29,295.68
38.180.122.121,38.180.122.121,443,6.63,NL,AMS,94.53,135.2
2.27.169.41,2.27.169.41,443,6.55,NL,AMS,121.14,136.94
152.42.128.92,152.42.128.92,443,6.18,NL,AMS,84.99,101.57
152.53.200.129,152.53.200.129,443,6.13,NL,AMS,120.11,136.08
151.242.120.8,67.220.80.252,443,6.11,NL,DUS,86.4,105.01
2.27.169.199,2.27.169.199,443,6.1,NL,AMS,108.95,122.95
185.200.178.185,185.200.178.185,443,6.1,NL,AMS,86.81,116.98
195.133.66.132,195.133.66.132,443,6.02,NL,AMS,83.77,301.53
103.137.250.250,103.137.250.250,443,5.89,NL,AMS,89.61,99.09
23.168.72.85,23.168.72.85,443,5.88,NL,DUS,94.5,109.22
72.56.20.6,72.56.20.6,443,5.84,NL,AMS,93.87,299.77
152.53.200.202,152.53.200.202,443,5.74,NL,AMS,116.4,129.01
88.210.9.6,88.210.9.6,443,5.73,NL,AMS,120.77,187.85
212.69.84.32,212.69.84.32,443,5.71,NL,AMS,86.56,92.43
202.148.53.62,202.148.53.62,443,5.7,NL,AMS,89.03,104.07
152.53.200.129,152.53.200.129,8443,5.65,NL,AMS,120.55,125.08
151.246.240.2,67.220.80.99,443,5.63,NL,DUS,87.65,102.12
185.233.184.70,185.233.184.70,443,5.61,NL,AMS,86.43,97.61
185.81.115.188,185.81.115.188,443,5.54,NL,AMS,86.03,96.62
45.88.76.184,2a13:4ac0:10:0:f816:3eff:fe2b:3af7,443,5.52,NL,AMS,89.56,100.62
89.150.41.92,89.150.41.92,443,5.51,NL,AMS,91.73,126.7
147.45.241.138,147.45.241.138,443,5.5,NL,AMS,106.56,271.34
45.159.189.38,45.159.189.38,443,5.41,NL,AMS,94.57,107.75
185.225.202.227,185.225.202.227,443,5.23,NL,AMS,98.84,122.86
152.53.200.124,152.53.200.124,443,5.04,NL,AMS,99.91,132.07
185.103.255.245,185.103.255.245,443,5.02,NL,AMS,91.26,103.21
95.179.142.54,95.179.142.54,443,4.99,NL,AMS,84.6,85.4
31.15.19.180,31.15.19.180,443,4.97,NL,AMS,98.95,114.61
94.103.9.160,94.103.9.160,443,4.9,NL,AMS,90.09,101.89
86.107.197.239,86.107.197.239,443,4.89,NL,AMS,92.74,123.26
23.94.134.141,23.94.134.141,443,4.67,NL,AMS,101.03,119.13
188.166.79.180,188.166.79.180,443,4.58,NL,AMS,90.56,97.84
45.85.117.30,45.85.117.30,443,4.57,NL,AMS,96.54,127.41
144.124.235.197,144.124.235.197,443,4.45,NL,AMS,110.46,123.01
194.58.57.93,194.58.57.93,443,4.38,NL,AMS,94.03,304.5
146.0.73.202,146.0.73.202,443,4.35,NL,AMS,92.1,100.39
152.53.200.124,152.53.200.124,8443,4.32,NL,AMS,102.17,129.24
147.45.228.4,147.45.228.4,443,4.25,NL,AMS,90.26,287.08
185.185.41.34,185.185.41.34,443,4.22,NL,AMS,90.31,124.07
89.124.104.185,89.124.104.185,443,4.21,NL,AMS,100.86,116.85
152.53.200.225,152.53.200.225,443,4.15,NL,AMS,99.86,123.92
144.31.24.77,144.31.24.77,443,4.1,NL,AMS,96.65,106.09
194.156.66.171,194.156.66.171,443,4.06,NL,DUS,89.27,104.84
209.38.101.169,209.38.101.169,443,4.05,NL,AMS,82.61,87.6
45.91.236.216,45.91.236.216,443,4.0,NL,AMS,97.49,300.68
152.53.200.152,152.53.200.152,443,3.96,NL,AMS,99.76,130.17
152.53.200.78,152.53.200.78,8443,3.94,NL,AMS,97.9,125.16
82.24.110.70,82.24.110.70,443,3.93,NL,AMS,94.38,101.03
31.76.79.54,31.76.79.54,443,3.93,NL,AMS,94.45,108.94
77.221.155.117,77.221.155.117,443,3.92,NL,FRA,103.78,128.48
138.249.141.27,138.249.141.27,443,3.91,NL,AMS,88.01,120.35
23.94.217.14,23.94.217.14,443,3.89,NL,AMS,90.16,102.4
186.190.213.227,186.190.213.5,443,3.87,NL,DUS,81.98,95.21
212.192.217.100,212.192.217.100,443,3.86,NL,AMS,82.72,294.45
151.245.136.43,151.245.136.43,443,3.82,NL,AMS,85.13,96.02
185.246.217.72,185.246.217.72,443,3.75,NL,FRA,100.26,122.43
43.250.54.97,43.250.54.97,443,3.74,NL,AMS,94.39,92.31
152.53.200.225,152.53.200.225,8443,3.73,NL,AMS,104.56,112.6
46.17.102.250,46.17.102.250,443,3.66,NL,AMS,91.83,114.06
222.167.217.115,222.167.217.115,443,3.63,NL,AMS,108.73,116.37
147.45.225.134,147.45.225.134,443,3.59,NL,AMS,98.11,280.77
152.53.200.178,152.53.200.178,443,3.57,NL,AMS,107.55,125.95
146.0.79.119,146.0.79.119,443,3.55,NL,AMS,85.11,96.95
146.190.236.144,146.190.236.144,443,3.53,NL,AMS,90.93,105.14
152.53.200.44,152.53.200.44,443,3.48,NL,AMS,99.61,127.19
89.125.77.235,89.125.77.235,443,3.47,NL,AMS,95.55,128.05
151.242.120.4,67.220.80.246,443,3.46,NL,DUS,96.07,109.82
89.125.123.248,89.125.123.248,443,3.43,NL,AMS,94.51,110.1
23.94.134.141,23.94.134.141,8443,3.43,NL,AMS,81.73,115.01
23.137.188.166,186.190.213.5,443,3.43,NL,DUS,82.46,99.34
195.133.63.147,195.133.63.147,443,3.43,NL,AMS,85.75,290.99
2.27.169.216,2.27.169.216,443,3.42,NL,AMS,100.25,105.53
64.227.73.131,64.227.73.131,443,3.39,NL,AMS,93.46,97.21
109.120.158.149,109.120.158.149,443,3.36,NL,AMS,92.03,104.07
93.113.171.181,93.113.171.181,443,3.34,NL,AMS,83.0,132.7
82.24.123.193,82.24.123.193,443,3.31,NL,AMS,90.58,105.96
82.115.4.109,82.115.4.109,443,3.29,NL,AMS,93.81,126.62
185.133.174.7,185.133.174.7,443,3.27,NL,AMS,101.68,117.87
152.53.200.72,152.53.200.72,8443,3.27,NL,AMS,99.27,121.1
222.167.217.43,222.167.217.43,443,3.26,NL,AMS,118.84,123.31
213.183.51.71,213.183.51.71,443,3.25,NL,AMS,83.65,90.88
91.232.114.118,91.232.114.118,443,3.23,NL,AMS,87.78,95.03
152.53.200.178,152.53.200.178,8443,3.23,NL,AMS,100.01,140.56
88.218.120.170,88.218.120.170,443,3.23,NL,AMS,85.15,90.8
80.74.30.241,80.74.30.241,443,3.22,NL,AMS,84.98,95.87
80.76.34.190,80.76.34.190,443,3.2,NL,AMS,87.6,105.41
165.232.89.21,165.232.89.21,443,3.13,NL,AMS,92.87,98.36
72.56.70.107,72.56.70.107,443,3.11,NL,AMS,87.74,294.67
2.58.14.96,2.58.14.96,443,3.07,NL,AMS,88.2,100.21
185.180.196.64,185.180.196.64,443,3.02,NL,AMS,94.83,111.84
206.189.1.252,206.189.1.252,443,3.01,NL,AMS,97.91,94.5
2.27.169.237,2.27.169.237,443,3.0,NL,AMS,109.84,120.03
66.248.207.63,66.248.207.63,443,2.97,NL,AMS,88.04,97.92
186.190.213.82,186.190.213.82,443,2.94,NL,DUS,94.9,135.55
23.94.220.207,23.94.220.207,443,2.92,NL,AMS,93.66,106.95
202.148.55.220,202.148.55.220,8443,2.88,NL,AMS,92.78,96.98
80.76.35.73,80.76.35.73,443,2.85,NL,AMS,87.08,88.28
212.80.216.85,212.80.216.85,443,2.83,NL,AMS,97.66,100.44
147.45.45.136,147.45.45.136,443,2.82,NL,FRA,93.23,121.08
146.103.114.134,146.103.114.134,443,2.81,NL,AMS,108.54,114.0
45.114.62.226,45.114.62.226,443,2.81,NL,AMS,88.73,103.28
31.57.196.193,31.57.196.193,443,2.8,NL,AMS,106.02,111.44
95.179.140.212,95.179.140.212,443,2.79,NL,AMS,97.04,99.7
186.190.213.123,186.190.213.82,443,2.79,NL,DUS,84.12,106.79
80.64.17.209,80.64.17.209,443,2.78,NL,AMS,88.21,323.57
152.53.200.18,152.53.200.18,443,2.77,NL,AMS,98.77,119.6
45.133.118.153,45.133.118.153,443,2.72,NL,AMS,88.53,118.96
194.58.39.80,194.58.39.80,443,2.67,NL,AMS,95.28,117.25
188.253.26.205,188.253.26.205,443,2.65,NL,AMS,91.37,150.86
103.45.247.67,103.45.247.67,443,2.63,NL,AMS,82.71,93.99
89.150.35.129,89.150.35.129,443,2.61,NL,AMS,102.05,93.6
152.53.105.182,152.53.105.182,8443,2.58,NL,AMS,115.02,181.47
88.218.122.203,88.218.122.203,443,2.58,NL,AMS,91.7,98.4
212.192.217.100,212.192.217.100,8443,2.58,NL,AMS,83.72,287.74
202.148.55.220,202.148.55.220,443,2.58,NL,AMS,96.82,108.81
5.181.134.74,5.181.134.74,443,2.57,NL,AMS,96.65,102.03
88.210.12.132,88.210.12.132,443,2.55,NL,AMS,127.61,163.52
82.22.146.226,82.22.146.226,443,2.55,NL,AMS,88.53,99.38
95.181.162.221,95.181.162.221,443,2.51,NL,FRA,99.55,120.32
185.213.211.29,185.213.211.29,443,2.51,NL,AMS,93.16,101.15
31.57.196.109,31.57.196.109,443,2.51,NL,AMS,110.79,116.09
185.130.225.252,185.130.225.252,443,2.49,NL,AMS,91.36,99.09
152.53.200.165,152.53.200.165,8443,2.44,NL,AMS,100.46,164.94
80.74.28.213,80.74.28.213,443,2.42,NL,AMS,96.01,103.04
185.94.164.139,185.94.164.139,443,2.38,NL,AMS,94.63,102.15
152.53.200.200,152.53.200.200,8443,2.37,NL,AMS,98.8,119.7
23.168.72.23,67.220.80.230,443,2.36,NL,DUS,96.22,113.63
152.53.200.18,152.53.200.18,8443,2.35,NL,AMS,101.51,114.9
31.57.196.40,31.57.196.40,443,2.35,NL,AMS,110.34,155.26
89.125.99.200,89.125.99.200,443,2.34,NL,AMS,93.65,100.43
45.87.107.158,45.87.107.158,443,2.33,NL,AMS,90.31,97.93
152.53.200.152,152.53.200.152,8443,2.32,NL,AMS,100.06,128.63
152.53.200.105,152.53.200.105,443,2.28,NL,AMS,98.24,116.5
2.27.169.221,2.27.169.221,443,2.28,NL,AMS,109.52,114.87
188.253.25.212,188.253.25.212,443,2.26,NL,AMS,103.07,113.23
80.74.28.213,80.74.28.213,8443,2.26,NL,AMS,106.23,113.4
2.59.183.210,2.59.183.210,443,2.24,NL,AMS,88.64,115.35
195.93.253.115,195.93.253.115,443,2.22,NL,AMS,92.1,101.79
161.35.247.7,161.35.247.7,443,2.2,NL,AMS,84.0,94.08
84.32.101.72,84.32.189.82,443,2.19,NL,AMS,87.08,92.16
185.130.224.236,185.130.224.236,443,2.16,NL,AMS,97.31,97.25
152.53.200.165,152.53.200.165,443,2.14,NL,AMS,101.18,172.1
5.45.70.203,5.45.70.203,443,2.14,NL,AMS,92.55,139.14
103.97.88.133,103.97.88.133,8443,2.14,NL,AMS,84.46,88.68
5.129.226.114,5.129.226.114,443,2.11,NL,AMS,91.55,281.49
146.103.122.49,146.103.122.49,443,2.1,NL,AMS,109.68,186.24
88.218.248.195,88.218.248.195,443,2.1,NL,AMS,90.16,103.46
38.180.117.83,38.180.117.83,443,2.07,NL,AMS,90.5,169.16
62.60.245.69,62.60.245.69,443,2.03,NL,FRA,97.44,128.1
146.103.113.158,146.103.113.158,443,2.02,NL,AMS,97.62,101.48
78.40.197.85,78.40.197.85,443,2.01,NL,AMS,100.04,104.65
178.62.242.239,178.62.242.239,443,2.01,NL,AMS,84.24,88.03
103.97.88.133,103.97.88.133,443,2.01,NL,AMS,86.08,88.33
2.27.169.193,2.27.169.193,443,1.97,NL,AMS,101.17,141.14
88.218.248.211,88.218.248.211,443,1.96,NL,AMS,88.05,104.27
45.144.154.146,45.144.154.146,443,1.93,NL,AMS,95.28,124.19
78.17.19.185,78.17.19.185,443,1.91,NL,AMS,92.79,183.7
178.62.206.22,178.62.206.22,443,1.89,NL,AMS,93.75,98.68
138.124.79.250,138.124.79.250,443,1.88,NL,AMS,90.44,112.61
167.99.44.172,167.99.44.172,443,1.86,NL,AMS,83.69,94.35
152.53.200.200,152.53.200.200,443,1.85,NL,AMS,99.28,121.63
134.209.136.197,64.225.77.36,443,1.85,NL,AMS,89.95,98.38
86.107.197.161,86.107.197.161,443,1.84,NL,AMS,92.54,110.72
31.15.19.199,31.15.19.199,443,1.83,NL,AMS,104.23,103.12
2.27.169.177,2.27.169.177,443,1.78,NL,AMS,100.32,111.9
185.138.88.7,185.138.88.7,443,1.76,NL,AMS,93.74,118.37
217.144.185.122,217.144.185.122,443,1.74,NL,FRA,100.78,124.8
2.27.169.138,2.27.169.138,443,1.74,NL,AMS,101.88,112.83
144.124.245.51,144.124.245.51,443,1.72,NL,AMS,109.63,123.34
152.53.200.78,152.53.200.78,443,1.72,NL,AMS,98.56,138.54
82.40.60.127,82.40.60.127,443,1.69,NL,AMS,91.55,100.74
2.27.169.118,2.27.169.118,443,1.68,NL,AMS,189.89,112.23
91.103.253.223,91.103.253.223,443,1.68,NL,AMS,82.9,92.85
103.90.75.121,103.90.75.121,443,1.66,NL,AMS,86.0,101.42
152.53.105.182,152.53.105.182,443,1.64,NL,AMS,125.39,105.26
185.223.93.86,185.223.93.86,443,1.62,NL,AMS,105.51,100.24
77.110.118.177,77.110.118.177,443,1.61,NL,FRA,100.73,147.16
168.100.9.81,168.100.9.81,443,1.6,NL,AMS,164.15,166.1
152.53.200.71,152.53.200.71,443,1.6,NL,AMS,100.45,136.32
152.53.200.118,152.53.200.118,443,1.58,NL,AMS,101.27,118.75
192.210.175.185,192.210.175.185,443,1.58,NL,AMS,91.17,111.18
194.87.26.144,194.87.26.144,443,1.58,NL,AMS,90.17,292.91
193.124.189.227,193.124.189.227,443,1.56,NL,AMS,93.57,131.44
152.53.200.164,152.53.200.164,8443,1.55,NL,AMS,98.31,118.77
89.150.35.155,89.150.35.155,443,1.55,NL,AMS,93.11,104.89
185.244.49.38,185.244.49.38,443,1.54,NL,AMS,89.03,102.6
83.138.53.100,83.138.53.100,443,1.52,NL,AMS,93.64,101.47
188.227.107.171,188.227.107.171,443,1.51,NL,AMS,83.96,105.76
45.91.236.20,45.91.236.20,443,1.51,NL,AMS,95.08,302.03
152.53.200.115,152.53.200.115,443,1.51,NL,AMS,99.9,135.62
185.70.187.38,185.70.187.38,443,1.51,NL,AMS,99.14,97.42
152.53.200.89,152.53.200.89,8443,1.47,NL,AMS,100.22,121.12
152.53.200.89,152.53.200.89,443,1.47,NL,AMS,101.9,130.52
2.27.169.209,2.27.169.209,443,1.46,NL,AMS,127.09,126.41
209.250.255.90,209.250.255.90,443,1.45,NL,AMS,93.78,101.47
144.124.238.233,144.124.238.233,443,1.45,NL,AMS,97.05,101.98
152.53.200.166,152.53.200.166,443,1.44,NL,AMS,146.07,108.2
152.53.200.164,152.53.200.164,443,1.44,NL,AMS,104.21,112.4
152.53.200.193,152.53.200.193,8443,1.44,NL,AMS,111.77,104.3
185.209.162.35,185.209.162.35,443,1.43,NL,AMS,114.82,136.99
212.69.84.150,212.69.84.150,443,1.42,NL,AMS,92.04,92.55
141.227.130.76,141.227.130.76,443,1.42,NL,AMS,93.09,113.16
62.60.246.90,62.60.246.90,443,1.41,NL,FRA,103.08,128.14
45.150.109.126,45.150.109.126,443,1.4,NL,AMS,104.35,125.04
103.13.210.67,103.13.210.67,443,1.38,NL,AMS,94.26,95.68
193.124.188.208,193.124.188.208,443,1.38,NL,AMS,88.94,99.79
5.129.209.192,5.129.209.192,443,1.36,NL,AMS,95.01,302.81
152.53.200.193,152.53.200.193,443,1.36,NL,AMS,102.04,114.0
152.53.200.105,152.53.200.105,8443,1.34,NL,AMS,99.7,115.32
2.26.83.250,2.26.83.250,443,1.28,NL,AMS,97.98,136.77
23.108.217.103,23.108.217.103,443,1.28,NL,AMS,93.69,109.37
2.27.169.240,2.27.169.240,443,1.28,NL,AMS,112.52,119.72
152.53.200.166,152.53.200.166,8443,1.25,NL,AMS,126.21,113.47
82.115.6.21,82.115.6.21,443,1.25,NL,AMS,90.56,127.65
2.27.169.31,2.27.169.31,443,1.23,NL,AMS,102.22,129.26
152.53.200.197,152.53.200.197,8443,1.19,NL,AMS,114.65,124.13
195.133.38.245,2a0c:dd80:2001::8b9,443,1.17,NL,AMS,95.4,127.84
23.94.220.233,23.94.220.233,443,1.16,NL,AMS,88.96,98.22
194.85.251.87,194.85.251.87,443,1.16,NL,AMS,91.04,114.63
185.103.255.142,185.103.255.142,443,1.15,NL,AMS,87.88,106.99
194.31.204.198,194.31.204.198,443,1.15,NL,AMS,95.2,125.68
217.144.189.83,217.144.189.83,443,1.13,NL,FRA,96.35,122.73
89.124.77.146,89.124.77.146,443,1.12,NL,AMS,94.42,102.78
167.99.38.153,167.99.38.153,443,1.09,NL,AMS,93.04,97.87
72.56.85.104,72.56.85.104,443,1.06,NL,AMS,90.88,282.41
43.250.54.107,43.250.54.107,8443,1.06,NL,AMS,98.19,101.37
213.142.147.133,213.142.147.133,443,1.05,NL,AMS,97.44,112.44
31.57.196.41,31.57.196.41,443,1.05,NL,AMS,109.09,124.98
31.57.196.39,31.57.196.39,443,1.04,NL,AMS,108.15,122.4
31.57.196.20,31.57.196.20,443,1.03,NL,AMS,128.12,112.66
5.129.219.71,5.129.219.71,443,1.02,NL,AMS,90.3,304.77
186.246.45.92,186.246.45.92,443,1.01,NL,AMS,90.61,96.78
95.85.254.27,95.85.254.27,443,10.23,PL,WAW,100.18,134.3
212.192.11.208,212.192.11.208,443,7.57,PL,WAW,108.35,118.91
51.77.63.172,51.77.63.172,443,6.97,PL,WAW,111.09,142.78
139.28.97.231,139.28.97.231,443,6.97,PL,RIX,137.49,160.78
94.103.0.67,94.103.0.67,443,6.38,PL,WAW,99.19,105.8
45.149.63.149,45.149.63.149,8443,5.15,PL,WAW,103.85,116.72
146.59.18.234,54.36.186.141,443,4.76,PL,WAW,107.5,109.27
54.36.186.141,54.36.186.141,443,4.71,PL,WAW,102.58,108.81
103.167.234.26,103.167.234.26,443,4.71,PL,WAW,98.99,107.02
82.38.65.88,82.38.65.88,443,4.42,PL,WAW,112.67,117.41
45.149.63.149,45.149.63.149,443,4.35,PL,WAW,105.72,114.35
2.26.5.52,2.26.5.52,443,4.21,PL,WAW,108.91,123.0
2.59.163.33,2.59.163.33,443,4.01,PL,WAW,105.45,110.2
138.124.20.93,138.124.20.93,443,3.66,PL,WAW,99.5,104.93
92.118.205.66,92.118.205.66,443,3.46,PL,WAW,105.58,123.46
45.144.50.4,45.144.50.4,443,3.06,PL,RIX,108.34,139.62
109.122.194.193,109.122.194.193,443,2.89,PL,ARN,108.9,127.86
212.119.43.76,212.119.43.76,443,2.84,PL,WAW,110.46,115.23
37.252.10.91,37.252.10.91,443,2.71,PL,WAW,127.59,259.75
82.118.20.234,82.118.20.234,443,2.69,PL,WAW,115.18,121.91
95.156.204.82,95.156.204.82,443,2.65,PL,WAW,102.62,120.05
78.10.222.98,78.10.222.98,443,2.54,PL,WAW,106.37,131.23
188.255.163.120,188.255.163.120,443,2.54,PL,WAW,122.01,159.2
31.76.251.29,31.76.251.29,443,2.48,PL,WAW,109.13,122.86
64.176.68.73,64.176.68.73,443,2.42,PL,WAW,102.11,104.06
77.239.114.210,77.239.114.210,443,2.41,PL,WAW,106.29,145.53
45.43.137.179,45.43.137.179,443,2.26,PL,WAW,112.87,189.41
45.198.0.157,45.198.0.157,443,2.23,PL,WAW,98.99,116.22
91.108.237.23,91.108.237.23,443,2.18,PL,WAW,104.98,111.39
31.169.126.66,31.169.126.66,8443,2.01,PL,WAW,100.58,105.88
2.27.79.22,2.27.79.22,443,1.87,PL,WAW,104.81,114.85
51.68.141.223,51.68.141.223,443,1.85,PL,WAW,105.88,108.87
217.182.79.55,217.182.79.55,443,1.82,PL,WAW,102.73,113.72
70.34.255.171,70.34.255.171,443,1.75,PL,WAW,105.87,105.16
89.126.229.173,89.126.229.173,443,1.71,PL,WAW,110.14,135.16
70.34.243.123,70.34.243.123,443,1.65,PL,WAW,98.57,103.34
217.182.79.55,217.182.79.55,8443,1.57,PL,WAW,104.71,118.67
138.124.104.104,138.124.104.104,443,1.51,PL,WAW,100.46,118.02
51.75.32.106,217.182.79.55,443,1.42,PL,WAW,113.94,141.62
81.90.17.57,81.90.17.57,443,1.32,PL,WAW,133.49,166.9
51.38.132.136,51.38.132.136,443,1.25,PL,WAW,105.55,109.66
185.253.45.68,185.253.45.68,443,1.24,PL,WAW,112.0,128.98
193.106.196.250,193.106.196.250,443,1.22,PL,WAW,108.35,118.9
193.108.170.80,193.108.170.80,443,1.19,PL,WAW,120.56,129.63
188.116.40.37,188.116.40.37,443,1.19,PL,WAW,105.33,124.01
191.101.184.50,191.101.184.50,443,1.18,PL,WAW,112.33,149.67
151.241.227.21,151.241.227.21,443,1.14,PL,WAW,120.54,123.93
168.222.49.193,168.222.49.193,443,1.09,PL,WAW,106.13,130.7
51.75.32.106,217.182.79.55,8443,1.09,PL,WAW,105.77,140.13
155.212.134.112,155.212.134.112,443,5.99,RU,ARN,136.29,193.92
5.101.50.226,5.101.50.226,443,5.72,RU,DME,119.26,193.86
83.217.214.34,83.217.214.34,443,5.53,RU,ARN,121.99,187.03
91.184.244.230,91.184.244.230,443,5.15,RU,AMS,203.11,314.95
185.154.192.200,185.154.192.200,443,5.08,RU,DME,125.31,175.71
45.131.42.104,45.131.42.104,443,4.63,RU,HEL,122.9,150.3
155.212.216.144,155.212.216.144,443,4.45,RU,ARN,138.2,215.74
185.170.10.35,185.170.10.35,443,4.2,RU,AMS,139.16,278.91
85.198.109.141,85.198.109.141,443,4.16,RU,AMS,130.67,228.12
5.129.223.137,5.129.223.137,443,4.11,RU,DME,131.82,222.33
46.29.118.247,46.29.118.247,443,4.05,RU,FRA,131.98,209.38
217.114.12.143,217.114.12.143,443,4.03,RU,ARN,145.65,212.99
77.232.136.60,77.232.136.60,443,3.97,RU,DME,121.42,165.71
91.107.127.205,91.107.127.205,443,3.84,RU,WAW,133.02,202.58
185.26.121.79,185.26.121.79,443,3.8,RU,DME,125.53,172.09
31.192.105.216,31.192.105.216,443,3.56,RU,DME,126.87,173.49
95.47.190.252,193.41.79.190,443,3.44,RU,WAW,121.5,208.61
45.90.216.27,45.90.216.27,443,3.35,RU,ARN,150.96,226.8
85.209.135.219,85.209.135.219,443,3.33,RU,FRA,123.39,222.11
83.147.255.88,83.147.255.88,443,3.08,RU,ARN,122.76,135.38
212.113.121.197,212.113.121.197,8443,3.01,RU,DME,111.86,157.87
31.200.248.163,31.200.248.125,443,3.0,RU,ARN,130.36,184.7
217.18.60.228,217.18.60.228,443,2.99,RU,AMS,119.43,186.27
194.87.107.79,194.87.107.79,443,2.73,RU,WAW,127.63,205.4
92.53.107.11,92.53.107.11,443,2.67,RU,DME,119.34,176.0
212.113.121.197,212.113.121.197,443,2.65,RU,DME,122.04,167.66
93.77.165.76,93.77.165.76,443,2.6,RU,ARN,127.18,177.91
77.232.129.244,77.232.129.244,443,2.58,RU,DME,131.86,178.84
45.90.218.180,45.90.218.180,443,2.55,RU,ARN,138.85,196.06
212.41.15.119,212.41.15.119,443,2.52,RU,DME,130.74,158.12
80.87.198.98,80.87.198.98,443,2.47,RU,FRA,125.34,207.26
31.129.49.103,31.129.49.103,443,2.34,RU,DME,141.45,153.51
85.239.58.152,85.239.58.152,443,2.32,RU,DME,139.3,185.61
89.223.121.23,89.223.121.23,443,2.21,RU,DME,129.34,176.71
185.151.243.200,185.151.243.200,443,2.16,RU,DME,126.95,164.17
83.217.201.98,83.217.201.98,443,2.09,RU,DME,144.91,187.94
79.174.80.62,79.174.80.62,443,2.04,RU,ARN,133.11,180.35
95.213.226.60,95.213.226.60,443,2.02,RU,DME,133.56,152.1
103.88.242.134,103.88.242.134,443,1.87,RU,HEL,139.85,185.73
89.127.209.17,89.127.209.17,443,1.74,RU,DME,131.83,155.41
178.253.39.156,178.253.39.156,443,1.67,RU,ARN,135.94,197.76
159.194.200.159,159.194.200.159,8443,1.62,RU,ARN,129.05,196.63
5.129.245.158,5.129.245.158,443,1.62,RU,DME,126.38,178.75
195.2.74.244,195.2.74.244,443,1.61,RU,DME,130.32,170.11
217.198.5.76,217.198.5.76,443,1.55,RU,HEL,131.6,162.5
103.213.249.157,103.213.249.157,443,1.53,RU,ARN,138.22,238.21
45.90.218.109,45.90.218.109,443,1.53,RU,ARN,133.9,294.92
217.26.28.58,217.26.28.58,443,1.51,RU,ARN,145.33,192.48
193.124.130.139,193.124.130.139,443,1.51,RU,DME,132.01,169.34
217.26.29.24,217.26.29.24,443,1.5,RU,ARN,135.23,199.19
176.124.200.14,176.124.200.14,443,1.47,RU,DME,126.94,183.16
89.23.112.211,89.23.112.211,443,1.47,RU,ARN,128.0,182.94
185.217.199.148,185.217.199.148,443,1.39,RU,ARN,139.4,189.13
212.57.118.56,212.57.118.56,443,1.39,RU,WAW,147.92,207.95
194.87.252.166,194.87.252.166,443,1.39,RU,ARN,134.14,181.53
85.239.49.65,85.239.49.65,443,1.38,RU,DME,130.53,162.49
31.192.111.96,31.192.111.96,443,1.35,RU,DME,118.74,168.17
178.20.41.204,178.20.41.204,443,1.35,RU,ARN,131.73,168.87
185.137.235.254,185.151.243.200,443,1.33,RU,DME,115.32,177.78
5.129.243.72,5.129.243.72,443,1.32,RU,HEL,141.78,180.78
89.169.4.156,89.169.4.156,443,1.31,RU,ARN,131.22,195.2
178.20.41.204,178.20.41.204,8443,1.27,RU,LHR,128.85,235.82
212.74.227.162,212.74.227.162,443,1.23,RU,DME,127.08,163.89
31.192.111.185,31.192.111.185,443,1.23,RU,ARN,124.83,211.66
95.85.240.234,95.85.240.234,443,1.21,RU,FRA,131.71,230.53
193.160.209.49,193.160.209.49,443,1.2,RU,DME,133.49,201.91
82.146.38.33,82.146.38.33,443,1.19,RU,HEL,143.78,184.73
92.51.38.43,92.51.38.43,443,1.17,RU,DME,128.69,157.58
77.73.66.223,77.73.66.223,443,1.17,RU,ARN,123.18,167.67
31.129.49.103,31.129.49.103,8443,1.16,RU,ARN,129.9,129.77
79.174.13.53,79.174.13.53,443,1.14,RU,WAW,125.14,178.58
109.107.189.6,109.107.189.6,443,1.09,RU,DME,134.86,190.86
109.61.108.158,109.61.108.158,443,1.09,RU,ARN,125.7,159.47
109.61.108.158,109.61.108.158,8443,1.04,RU,ARN,122.08,164.57
64.188.81.171,64.188.81.171,443,10.94,SE,ARN,103.38,134.85
192.145.30.213,192.145.30.213,8443,5.88,SE,ARN,107.16,120.26
138.124.29.180,138.124.29.180,443,5.8,SE,ARN,262.23,260.0
89.169.34.174,89.169.34.174,443,5.78,SE,MXP,117.99,291.4
79.141.174.235,79.141.174.235,443,5.62,SE,ARN,129.23,154.84
89.22.234.242,89.22.234.242,443,4.88,SE,ARN,122.45,303.01
41.216.182.105,41.216.182.105,443,4.85,SE,ARN,109.84,125.18
77.110.96.220,77.110.96.220,443,4.7,SE,MXP,114.62,241.46
